"Year","Month","Day","site","mean_temp_c","max_temp_c","min_temp_c"
2004,10,25,"AHND",17.5835,17.93,17.29
2004,10,25,"AQUE",17.8506,18.13,17.65
2004,10,25,"BULL",17.3282,17.67,16.93
2004,10,25,"CARP",18.1303,18.44,17.91
2004,10,25,"GOLB",18.0987,18.38,17.84
2004,10,25,"IVEE",17.5583,18.13,16.81
2004,10,25,"MOHK",18.0775,18.38,17.84
2004,10,25,"NAPL",17.6514,18.03,17.07
2004,10,25,"SCDI",16.4096,16.89,13.73
2004,10,25,"SCTW",16.935,17.38,15.54
2004,10,26,"ABUR",17.7317,18.19,17.52
2004,10,26,"AHND",17.3215,17.93,16.03
2004,10,26,"AQUE",17.3126,17.81,16.59
2004,10,26,"BULL",16.9999,17.32,16.76
2004,10,26,"CARP",18.1113,18.39,17.91
2004,10,26,"GOLB",17.9549,18.38,17.58
2004,10,26,"IVEE",17.588,18.22,16.98
2004,10,26,"MOHK",17.962,18.38,17.69
2004,10,26,"NAPL",17.4652,18.03,16.54
2004,10,26,"SCDI",16.5399,16.88,14.25
2004,10,26,"SCTW",16.9115,17.2,15.37
2004,10,27,"ABUR",17.5582,17.75,17.04
2004,10,27,"AHND",17.3885,17.46,17.14
2004,10,27,"AQUE",17.2303,17.49,16.77
2004,10,27,"BULL",16.9269,17.14,16.67
2004,10,27,"CARP",17.8311,17.99,17.73
2004,10,27,"GOLB",17.6663,17.67,17.58
2004,10,27,"IVEE",17.4723,17.54,17.34
2004,10,27,"MOHK",17.5764,17.76,17.37
2004,10,27,"NAPL",17.4591,17.77,17.25
2004,10,27,"SCDI",16.2192,16.63,14.17
2004,10,27,"SCTW",16.544,17.03,14.84
2004,10,28,"ABUR",17.5133,17.84,17.04
2004,10,28,"AHND",17.4506,17.93,17.14
2004,10,28,"AQUE",17.3947,17.65,16.86
2004,10,28,"BULL",16.9728,17.14,16.76
2004,10,28,"CARP",17.8008,17.91,17.64
2004,10,28,"GOLB",17.8298,17.93,17.67
2004,10,28,"IVEE",17.6091,17.81,17.43
2004,10,28,"MOHK",17.6259,17.86,17.37
2004,10,28,"NAPL",17.5622,17.86,17.16
2004,10,28,"SCDI",16.4289,17.07,14.6
2004,10,28,"SCTW",16.4646,16.85,15.02
2004,10,29,"ABUR",17.4128,17.75,16.73
2004,10,29,"AHND",16.8687,17.93,16.03
2004,10,29,"AQUE",16.8752,17.49,15.97
2004,10,29,"BULL",16.765,17.06,16.4
2004,10,29,"CARP",17.7178,17.91,17.55
2004,10,29,"GOLB",17.5496,18.02,17.32
2004,10,29,"IVEE",17.1693,17.81,16.81
2004,10,29,"MOHK",17.626,17.86,17.49
2004,10,29,"NAPL",17.0474,17.68,16.27
2004,10,29,"SCDI",16.8456,17.14,15.47
2004,10,29,"SCTW",17.0079,17.29,16.67
2004,10,30,"ABUR",17.4845,17.84,16.88
2004,10,30,"AHND",17.0356,17.93,16.66
2004,10,30,"AQUE",17.0434,17.49,16.77
2004,10,30,"BULL",16.7172,17.06,16.14
2004,10,30,"CARP",17.6807,17.99,17.55
2004,10,30,"GOLB",17.6708,17.93,17.41
2004,10,30,"IVEE",17.39,17.72,17.16
2004,10,30,"MOHK",17.7024,18.02,17.37
2004,10,30,"NAPL",17.3419,17.59,16.81
2004,10,30,"SCDI",16.6064,17.16,13.38
2004,10,30,"SCTW",16.9623,17.38,16.49
2004,10,31,"ABUR",17.625,17.93,17.52
2004,10,31,"AHND",17.3364,17.93,16.66
2004,10,31,"AQUE",17.3421,17.81,16.5
2004,10,31,"BULL",16.4893,16.79,16.14
2004,10,31,"CARP",17.7846,17.99,17.64
2004,10,31,"GOLB",17.8607,18.2,17.67
2004,10,31,"IVEE",17.5779,17.72,17.43
2004,10,31,"MOHK",17.8311,18.18,17.67
2004,10,31,"NAPL",17.4343,17.77,17.16
2004,10,31,"SCDI",16.2197,17.05,14.42
2004,10,31,"SCTW",16.8217,17.2,16.06
2004,11,1,"ABUR",17.5734,17.93,17.21
2004,11,1,"AHND",17.2302,17.93,16.66
2004,11,1,"AQUE",17.3113,17.83,16.94
2004,11,1,"BULL",16.3569,17.59,15.71
2004,11,1,"CARP",17.8239,18.17,17.55
2004,11,1,"GOLB",17.6984,18.38,17.49
2004,11,1,"IVEE",17.7359,17.89,17.61
2004,11,1,"MOHK",17.8492,18.18,17.67
2004,11,1,"NAPL",17.6326,17.77,17.43
2004,11,1,"SCDI",16.2828,16.98,15.29
2004,11,1,"SCTW",16.3021,17.03,15.19
2004,11,2,"ABUR",17.456,17.93,16.88
2004,11,2,"AHND",17.7821,18.09,17.29
2004,11,2,"AQUE",17.8344,18.13,17.39
2004,11,2,"BULL",17.5358,17.85,17.28
2004,11,2,"CARP",17.9294,18.26,17.73
2004,11,2,"GOLB",17.8159,18.38,17.49
2004,11,2,"IVEE",17.6804,17.81,17.52
2004,11,2,"MOHK",17.7523,18.02,17.53
2004,11,2,"NAPL",17.6677,17.94,17.43
2004,11,2,"SCDI",16.0287,16.79,14.35
2004,11,2,"SCTW",15.995,17.29,13.72
2004,11,3,"ABUR",17.71,18.11,17.52
2004,11,3,"AHND",17.8279,18.09,17.62
2004,11,3,"AQUE",17.7226,17.97,17.48
2004,11,3,"BULL",17.683,18.02,17.11
2004,11,3,"CARP",18.0453,18.26,17.82
2004,11,3,"GOLB",17.8405,18.11,17.58
2004,11,3,"IVEE",17.6707,17.89,17.52
2004,11,3,"MOHK",17.8997,18.2,17.53
2004,11,3,"NAPL",17.6929,17.94,17.34
2004,11,3,"SCDI",16.631,17.07,15.14
2004,11,3,"SCTW",17.1583,17.29,16.94
2004,11,4,"ABUR",17.1783,18.02,16.73
2004,11,4,"AHND",16.8006,17.62,16.03
2004,11,4,"AQUE",17.0572,17.81,16.68
2004,11,4,"BULL",16.9308,17.23,16.67
2004,11,4,"CARP",17.8873,18.23,17.73
2004,11,4,"GOLB",17.559,17.93,17.23
2004,11,4,"IVEE",17.2683,17.89,16.23
2004,11,4,"MOHK",17.3908,18.2,17.05
2004,11,4,"NAPL",17.2655,17.68,16.63
2004,11,4,"SCDI",16.4996,16.89,15.38
2004,11,4,"SCTW",16.7923,17.2,15.54
2004,11,5,"ABUR",16.9962,17.31,16.41
2004,11,5,"AHND",16.9233,17.14,16.66
2004,11,5,"AQUE",16.8189,17.18,16.5
2004,11,5,"BULL",16.5202,16.88,16.14
2004,11,5,"CARP",17.3842,17.74,17.19
2004,11,5,"GOLB",17.0809,17.32,16.87
2004,11,5,"IVEE",17.0506,17.37,16.72
2004,11,5,"MOHK",17.0823,17.4,16.89
2004,11,5,"NAPL",17.0506,17.33,16.89
2004,11,5,"SCDI",16.0568,16.45,14.6
2004,11,5,"SCTW",16.1106,16.41,15.11
2004,11,6,"ABUR",17.0627,17.4,16.57
2004,11,6,"AHND",16.9831,17.29,16.82
2004,11,6,"AQUE",16.8811,17.18,16.68
2004,11,6,"BULL",16.5408,17.06,16.14
2004,11,6,"CARP",17.3447,17.46,17.27
2004,11,6,"GOLB",16.9314,17.14,16.69
2004,11,6,"IVEE",16.8938,17.19,16.72
2004,11,6,"MOHK",17.2232,17.58,16.73
2004,11,6,"NAPL",16.9998,17.16,16.81
2004,11,6,"SCDI",15.5861,15.92,15.21
2004,11,6,"SCTW",15.6298,16.32,14.93
2004,11,7,"ABUR",17.2018,17.4,16.88
2004,11,7,"AHND",17.1525,17.29,16.98
2004,11,7,"AQUE",17.241,17.49,16.94
2004,11,7,"BULL",16.97,17.23,16.76
2004,11,7,"CARP",17.5601,17.74,17.43
2004,11,7,"GOLB",17.2064,17.41,16.96
2004,11,7,"IVEE",17.207,17.37,17.07
2004,11,7,"MOHK",17.4097,17.58,17.22
2004,11,7,"NAPL",17.0305,17.24,16.81
2004,11,7,"SCDI",15.62,16.1,14.86
2004,11,7,"SCTW",16.0104,16.23,15.71
2004,11,8,"ABUR",16.9548,17.22,16.73
2004,11,8,"AHND",17.1171,17.29,16.98
2004,11,8,"AQUE",17.0996,17.33,16.86
2004,11,8,"BULL",17.0124,17.23,16.84
2004,11,8,"CARP",17.4579,17.64,17.27
2004,11,8,"GOLB",17.1819,17.41,16.96
2004,11,8,"IVEE",17.1361,17.28,16.93
2004,11,8,"MOHK",17.2188,17.4,16.89
2004,11,8,"NAPL",17.0564,17.24,16.98
2004,11,8,"SCDI",15.8647,16.1,14.94
2004,11,8,"SCTW",15.9477,16.41,15.37
2004,11,9,"ABUR",16.8675,17.22,15.78
2004,11,9,"AHND",17.0152,17.29,16.82
2004,11,9,"AQUE",16.9996,17.18,16.86
2004,11,9,"BULL",16.7899,17.14,16.58
2004,11,9,"CARP",17.2565,17.58,16.76
2004,11,9,"GOLB",17.0589,17.23,16.96
2004,11,9,"IVEE",17.0464,17.25,16.89
2004,11,9,"MOHK",17.1782,17.4,16.58
2004,11,9,"NAPL",16.8463,17.16,16.36
2004,11,9,"SCDI",16.0866,16.28,15.82
2004,11,9,"SCTW",16.2377,16.41,16.06
2004,11,10,"ABUR",16.3677,16.96,15.62
2004,11,10,"AHND",16.8794,17.29,16.66
2004,11,10,"AQUE",16.8084,17.02,16.5
2004,11,10,"BULL",16.4607,16.88,16.05
2004,11,10,"CARP",17.1214,17.37,16.63
2004,11,10,"GOLB",16.6141,17.06,15.56
2004,11,10,"IVEE",16.2782,17.07,15.58
2004,11,10,"MOHK",16.7202,17.22,16.42
2004,11,10,"NAPL",16.5317,16.98,15.4
2004,11,10,"SCDI",16.0095,16.28,15.56
2004,11,10,"SCTW",16.2879,16.67,15.97
2004,11,11,"ABUR",16.118,16.78,14.99
2004,11,11,"AHND",15.8513,16.98,14.61
2004,11,11,"AQUE",15.976,16.86,15.02
2004,11,11,"BULL",16.2096,16.62,15.88
2004,11,11,"CARP",16.9413,17.43,16.76
2004,11,11,"GOLB",16.3584,16.88,15.64
2004,11,11,"IVEE",15.9675,16.54,14.93
2004,11,11,"MOHK",16.4477,17.06,15.78
2004,11,11,"NAPL",16.0277,16.72,15.06
2004,11,11,"SCDI",15.896,16.26,15.21
2004,11,11,"SCTW",16.26,16.49,15.45
2004,11,12,"ABUR",16.3048,16.69,15.94
2004,11,12,"AHND",15.0769,15.55,14.76
2004,11,12,"AQUE",15.0457,15.43,14.84
2004,11,12,"BULL",15.2136,16.27,14.32
2004,11,12,"CARP",16.937,17.11,16.79
2004,11,12,"GOLB",16.3449,16.7,16.16
2004,11,12,"IVEE",16.1686,16.41,15.4
2004,11,12,"MOHK",16.5021,16.89,16.1
2004,11,12,"NAPL",15.5669,16.54,14.54
2004,11,12,"SCDI",15.7688,16.01,15.14
2004,11,12,"SCTW",16.0206,16.23,15.54
2004,11,13,"ABUR",16.2745,16.78,15.47
2004,11,13,"AHND",14.7415,16.34,13.83
2004,11,13,"AQUE",14.8949,15.59,14.31
2004,11,13,"BULL",14.193,14.72,13.72
2004,11,13,"CARP",17.0418,17.19,16.93
2004,11,13,"GOLB",16.4092,16.7,16.25
2004,11,13,"IVEE",16.0427,16.49,15.62
2004,11,13,"MOHK",16.6254,16.89,16.26
2004,11,13,"NAPL",15.8165,16.54,15.32
2004,11,13,"SCDI",15.6994,15.83,14.88
2004,11,13,"SCTW",16.0538,16.32,15.97
2004,11,14,"ABUR",16.2765,16.87,15.31
2004,11,14,"AHND",16.0104,16.66,15.39
2004,11,14,"AQUE",16.0108,16.22,15.54
2004,11,14,"BULL",14.6473,15.23,13.81
2004,11,14,"CARP",17.2946,17.46,17.11
2004,11,14,"GOLB",16.623,16.87,16.43
2004,11,14,"IVEE",16.3831,16.63,16.06
2004,11,14,"MOHK",16.6691,17.06,16.26
2004,11,14,"NAPL",16.1895,16.45,15.75
2004,11,14,"SCDI",15.9189,16.19,15.12
2004,11,14,"SCTW",16.2573,16.58,15.37
2004,11,15,"ABUR",16.0694,16.88,14.68
2004,11,15,"AHND",15.9563,16.66,14.61
2004,11,15,"AQUE",15.7905,16.54,14.31
2004,11,15,"BULL",15.3255,15.57,15.1
2004,11,15,"CARP",17.2067,17.55,16.93
2004,11,15,"GOLB",16.6196,17.06,16.43
2004,11,15,"IVEE",16.3129,16.93,15.79
2004,11,15,"MOHK",16.5198,17.22,15.62
2004,11,15,"NAPL",15.9296,16.54,14.63
2004,11,15,"SCDI",16.1288,16.54,15.64
2004,11,15,"SCTW",16.0119,16.67,15.62
2004,11,16,"ABUR",15.9665,16.52,15.15
2004,11,16,"AHND",15.6602,16.66,14.29
2004,11,16,"AQUE",15.4607,16.38,13.57
2004,11,16,"BULL",15.4365,15.74,15.01
2004,11,16,"CARP",16.8022,17.02,16.32
2004,11,16,"GOLB",16.3307,16.79,15.73
2004,11,16,"IVEE",15.8548,16.49,15.11
2004,11,16,"MOHK",16.2094,16.73,15.15
2004,11,16,"NAPL",15.7273,16.19,14.54
2004,11,16,"SCDI",16.2012,16.7,15.57
2004,11,16,"SCTW",16.5733,17.03,15.97
2004,11,17,"ABUR",15.9018,16.52,14.52
2004,11,17,"AHND",15.4065,16.34,14.14
2004,11,17,"AQUE",15.528,16.38,13.88
2004,11,17,"BULL",15.3777,15.66,15.18
2004,11,17,"CARP",16.3749,16.95,14.73
2004,11,17,"GOLB",16.4374,16.7,16.25
2004,11,17,"IVEE",16.081,16.49,15.71
2004,11,17,"MOHK",16.3271,16.78,15.62
2004,11,17,"NAPL",15.6205,16.28,14.71
2004,11,17,"SCDI",16.3064,16.72,14.79
2004,11,17,"SCTW",16.4794,17.03,15.62
2004,11,18,"ABUR",16.0169,16.57,14.68
2004,11,18,"AHND",15.8065,16.18,15.39
2004,11,18,"AQUE",15.6302,16.07,14.97
2004,11,18,"BULL",15.4055,15.74,15.1
2004,11,18,"CARP",16.4811,16.84,16.16
2004,11,18,"GOLB",16.4485,16.79,16.16
2004,11,18,"IVEE",15.9555,16.36,15.45
2004,11,18,"MOHK",16.3169,16.89,14.99
2004,11,18,"NAPL",15.7098,15.84,15.32
2004,11,18,"SCDI",16.2167,16.63,15.32
2004,11,18,"SCTW",16.7421,17.03,15.88
2004,11,19,"ABUR",16.128,16.69,14.68
2004,11,19,"AHND",15.3721,16.18,14.76
2004,11,19,"AQUE",15.4159,16.07,15.02
2004,11,19,"BULL",15.1672,15.49,14.93
2004,11,19,"CARP",16.6761,16.84,16.47
2004,11,19,"GOLB",16.5658,16.79,16.34
2004,11,19,"IVEE",16.2717,16.41,16.06
2004,11,19,"MOHK",16.3613,16.96,15.31
2004,11,19,"NAPL",15.8941,16.1,15.57
2004,11,19,"SCDI",15.8838,16.01,15.73
2004,11,19,"SCTW",16.3163,16.58,16.06
2004,11,20,"ABUR",16.2325,16.69,15.15
2004,11,20,"AHND",15.8452,16.34,15.39
2004,11,20,"AQUE",15.7554,16.22,15.54
2004,11,20,"BULL",14.8472,15.83,14.32
2004,11,20,"CARP",16.6953,16.84,16.63
2004,11,20,"GOLB",16.5733,16.7,16.43
2004,11,20,"IVEE",16.3719,16.58,16.09
2004,11,20,"MOHK",16.57,16.89,16.42
2004,11,20,"NAPL",16.1332,16.37,15.92
2004,11,20,"SCDI",15.6739,15.75,15.56
2004,11,20,"SCTW",15.8848,16.14,15.79
2004,11,21,"ABUR",16.2416,16.69,15.47
2004,11,21,"AHND",16.0156,16.5,15.71
2004,11,21,"AQUE",16.0046,16.38,15.54
2004,11,21,"BULL",15.5924,15.92,15.27
2004,11,21,"CARP",16.6666,16.95,16.47
2004,11,21,"GOLB",16.5146,16.7,16.34
2004,11,21,"IVEE",16.2974,16.49,16.01
2004,11,21,"MOHK",16.5108,16.78,16.26
2004,11,21,"NAPL",16.1292,16.28,15.92
2004,11,21,"SCDI",15.3995,15.75,14.51
2004,11,21,"SCTW",15.631,16.06,14.76
2004,11,22,"ABUR",16.0052,16.34,15.47
2004,11,22,"AHND",15.7454,16.34,15.39
2004,11,22,"AQUE",15.7808,16.22,15.54
2004,11,22,"BULL",15.1729,15.4,14.93
2004,11,22,"CARP",16.3935,16.58,16.14
2004,11,22,"GOLB",16.2112,16.52,15.91
2004,11,22,"IVEE",16.1828,16.41,16.01
2004,11,22,"MOHK",16.1534,16.43,15.62
2004,11,22,"NAPL",16.0796,16.28,15.92
2004,11,22,"SCDI",15.0775,15.49,14.34
2004,11,22,"SCTW",15.2471,15.45,14.58
2004,11,23,"ABUR",15.7383,16.26,15.31
2004,11,23,"AHND",16.0681,16.34,15.71
2004,11,23,"AQUE",16.0801,16.38,15.8
2004,11,23,"BULL",15.6508,16.01,15.18
2004,11,23,"CARP",16.2721,16.58,16
2004,11,23,"GOLB",16.092,16.43,15.9
2004,11,23,"IVEE",16.007,16.23,15.75
2004,11,23,"MOHK",16.0405,16.43,15.78
2004,11,23,"NAPL",16.0252,16.28,15.75
2004,11,23,"SCDI",15.5703,15.75,15.29
2004,11,23,"SCTW",15.7373,15.97,15.54
2004,11,24,"ABUR",15.8635,16.08,15.47
2004,11,24,"AHND",16.1802,16.5,15.87
2004,11,24,"AQUE",16.12,16.38,15.97
2004,11,24,"BULL",15.8847,16.18,15.62
2004,11,24,"CARP",16.1449,16.32,16
2004,11,24,"GOLB",15.9574,16.26,15.73
2004,11,24,"IVEE",15.9772,16.14,15.83
2004,11,24,"MOHK",16.0259,16.42,15.62
2004,11,24,"NAPL",15.9455,16.19,15.83
2004,11,24,"SCDI",15.5629,15.66,15.32
2004,11,24,"SCTW",15.7673,16.06,15.62
2004,11,25,"ABUR",15.878,16.17,15.62
2004,11,25,"AHND",16.0708,16.5,15.87
2004,11,25,"AQUE",15.9949,16.22,15.89
2004,11,25,"BULL",15.7244,16.01,15.36
2004,11,25,"CARP",16.0083,16.32,15.68
2004,11,25,"GOLB",15.9577,16.26,15.73
2004,11,25,"IVEE",15.962,16.23,15.83
2004,11,25,"MOHK",16.0343,16.26,15.78
2004,11,25,"NAPL",15.833,16.1,15.66
2004,11,25,"SCDI",15.5896,15.75,15.38
2004,11,25,"SCTW",15.8073,16.06,15.71
2004,11,26,"ABUR",15.8926,16.17,15.62
2004,11,26,"AHND",15.976,16.34,15.71
2004,11,26,"AQUE",15.851,16.07,15.72
2004,11,26,"BULL",15.5043,15.83,15.1
2004,11,26,"CARP",15.9415,16.06,15.79
2004,11,26,"GOLB",15.9731,16.25,15.81
2004,11,26,"IVEE",15.9414,16.14,15.83
2004,11,26,"MOHK",16.1408,16.42,15.94
2004,11,26,"NAPL",15.7805,16.02,15.66
2004,11,26,"SCDI",15.4866,15.66,15.23
2004,11,26,"SCTW",15.7356,15.88,15.54
2004,11,27,"ABUR",15.9722,16.17,15.78
2004,11,27,"AHND",16.0838,16.34,15.87
2004,11,27,"AQUE",16.1013,16.22,15.97
2004,11,27,"BULL",15.6855,15.92,15.44
2004,11,27,"CARP",15.949,16.06,15.84
2004,11,27,"GOLB",16.086,16.26,15.99
2004,11,27,"IVEE",15.996,16.14,15.92
2004,11,27,"MOHK",16.1554,16.26,16.08
2004,11,27,"NAPL",15.8049,16.02,15.66
2004,11,27,"SCDI",15.4746,16.01,15.03
2004,11,27,"SCTW",15.6512,16.32,15.37
2004,11,28,"ABUR",15.5733,16.08,14.99
2004,11,28,"AHND",15.346,16.03,14.45
2004,11,28,"AQUE",15.4679,16.22,14.58
2004,11,28,"BULL",15.3094,15.83,14.93
2004,11,28,"CARP",15.758,16.14,15.37
2004,11,28,"GOLB",15.7732,16.17,15.38
2004,11,28,"IVEE",15.7129,16.06,15.4
2004,11,28,"MOHK",15.7601,16.17,15.31
2004,11,28,"NAPL",15.5261,16.02,15.23
2004,11,28,"SCDI",15.8003,16.01,15.64
2004,11,28,"SCTW",15.9663,16.23,15.79
2004,11,29,"ABUR",15.1591,15.64,14.52
2004,11,29,"AHND",14.6717,15.39,14.29
2004,11,29,"AQUE",14.7956,15.28,14.4
2004,11,29,"BULL",14.4446,14.97,13.89
2004,11,29,"CARP",15.3568,15.62,15.21
2004,11,29,"GOLB",15.202,15.64,14.86
2004,11,29,"IVEE",15.1993,15.62,14.71
2004,11,29,"MOHK",15.3699,15.78,14.99
2004,11,29,"NAPL",15.134,15.49,14.88
2004,11,29,"SCDI",15.3156,15.75,13.91
2004,11,29,"SCTW",15.315,15.88,15.02
2004,11,30,"ABUR",14.948,15.38,14.21
2004,11,30,"AHND",15.2108,15.55,14.92
2004,11,30,"AQUE",15.1798,15.46,14.84
2004,11,30,"BULL",14.7482,15.06,14.32
2004,11,30,"CARP",15.2624,15.44,15.05
2004,11,30,"GOLB",15.0777,15.56,14.42
2004,11,30,"IVEE",15.1746,15.71,14.79
2004,11,30,"MOHK",15.1644,15.48,14.83
2004,11,30,"NAPL",15.1532,15.58,14.97
2004,11,30,"SCDI",14.9336,15.49,13.92
2004,11,30,"SCTW",15.0583,15.37,14.58
2004,12,1,"ABUR",14.8633,15.29,14.06
2004,12,1,"AHND",15.0665,15.55,14.76
2004,12,1,"AQUE",14.8969,15.28,14.58
2004,12,1,"BULL",14.6785,15.14,14.32
2004,12,1,"CARP",15.024,15.36,14.73
2004,12,1,"GOLB",14.9289,15.38,14.6
2004,12,1,"IVEE",15.0905,15.53,14.79
2004,12,1,"MOHK",15.0663,15.31,14.68
2004,12,1,"NAPL",15.0307,15.32,14.88
2004,12,1,"SCDI",15.013,15.23,13.82
2004,12,1,"SCTW",15.1775,15.37,14.93
2004,12,2,"ABUR",15.0214,15.29,14.68
2004,12,2,"AHND",15.0206,15.39,14.76
2004,12,2,"AQUE",14.9349,15.28,14.66
2004,12,2,"BULL",14.328,14.72,13.98
2004,12,2,"CARP",14.985,15.37,14.73
2004,12,2,"GOLB",14.9624,15.3,14.68
2004,12,2,"IVEE",14.9326,15.36,14.71
2004,12,2,"MOHK",15.1692,15.47,14.83
2004,12,2,"NAPL",14.8847,15.23,14.71
2004,12,2,"SCDI",14.6515,14.97,14.09
2004,12,2,"SCTW",14.9158,15.19,14.24
2004,12,3,"ABUR",14.8924,15.21,14.52
2004,12,3,"AHND",15.0013,15.39,14.76
2004,12,3,"AQUE",14.8185,15.12,14.49
2004,12,3,"BULL",14.3905,14.72,14.15
2004,12,3,"CARP",14.8251,15.18,14.42
2004,12,3,"GOLB",14.7501,15.04,14.6
2004,12,3,"IVEE",14.7786,15.19,14.53
2004,12,3,"MOHK",15.0411,15.39,14.68
2004,12,3,"NAPL",14.7669,14.89,14.63
2004,12,3,"SCDI",14.4861,14.94,14.08
2004,12,3,"SCTW",14.7317,14.93,14.49
2004,12,4,"ABUR",14.7917,15.21,14.06
2004,12,4,"AHND",15.1452,15.39,14.92
2004,12,4,"AQUE",14.9805,15.28,14.76
2004,12,4,"BULL",14.6218,15.06,14.32
2004,12,4,"CARP",14.7466,15.1,14.42
2004,12,4,"GOLB",14.5829,14.95,14.16
2004,12,4,"IVEE",14.7216,15.02,14.53
2004,12,4,"MOHK",15.0991,15.39,14.83
2004,12,4,"NAPL",14.8239,15.23,14.63
2004,12,4,"SCDI",14.5878,15.12,14.25
2004,12,4,"SCTW",14.5648,14.93,14.32
2004,12,5,"ABUR",14.8227,15.21,14.37
2004,12,5,"AHND",15.1515,15.55,14.76
2004,12,5,"AQUE",14.961,15.28,14.4
2004,12,5,"BULL",14.8908,15.14,14.49
2004,12,5,"CARP",14.7204,15.01,14.42
2004,12,5,"GOLB",14.7783,14.95,14.51
2004,12,5,"IVEE",14.7438,14.93,14.62
2004,12,5,"MOHK",14.918,15.39,14.34
2004,12,5,"NAPL",14.8929,15.06,14.63
2004,12,5,"SCDI",14.7401,15.06,13.66
2004,12,5,"SCTW",14.8735,15.11,14.32
2004,12,6,"ABUR",14.4296,14.78,14.06
2004,12,6,"AHND",14.8308,15.08,14.61
2004,12,6,"AQUE",14.5498,14.84,14.31
2004,12,6,"BULL",14.6222,14.89,14.32
2004,12,6,"CARP",14.4161,14.67,14.27
2004,12,6,"GOLB",14.4442,14.78,14.25
2004,12,6,"IVEE",14.4024,14.76,14.27
2004,12,6,"MOHK",14.4635,14.96,14.17
2004,12,6,"NAPL",14.639,14.81,14.45
2004,12,6,"SCDI",13.8366,14.26,13.23
2004,12,6,"SCTW",13.9342,14.32,13.38
2004,12,7,"ABUR",14.6331,14.95,14.21
2004,12,7,"AHND",14.7873,15.08,14.61
2004,12,7,"AQUE",14.7387,14.84,14.58
2004,12,7,"BULL",14.4843,14.72,14.15
2004,12,7,"CARP",14.6695,14.93,14.42
2004,12,7,"GOLB",14.69,14.87,14.6
2004,12,7,"IVEE",14.6648,14.84,14.53
2004,12,7,"MOHK",14.8265,15.04,14.61
2004,12,7,"NAPL",14.5897,14.81,14.45
2004,12,7,"SCDI",14.1756,14.26,14.09
2004,12,7,"SCTW",14.3702,14.67,14.24
2004,12,8,"ABUR",14.8611,15.21,14.37
2004,12,8,"AHND",14.6631,14.76,14.61
2004,12,8,"AQUE",14.6487,14.81,14.49
2004,12,8,"BULL",14.2909,14.54,13.98
2004,12,8,"CARP",14.6769,15.01,14.42
2004,12,8,"GOLB",14.7471,15.3,14.6
2004,12,8,"IVEE",14.7025,15.19,14.59
2004,12,8,"MOHK",14.9605,15.62,14.68
2004,12,8,"NAPL",14.7418,15.23,14.63
2004,12,8,"SCDI",14.1648,14.71,13.99
2004,12,8,"SCTW",14.325,14.93,13.89
2004,12,9,"ABUR",15.1644,15.38,14.99
2004,12,9,"AHND",14.746,15.08,14.61
2004,12,9,"AQUE",14.6581,15.02,14.58
2004,12,9,"BULL",14.4432,14.63,14.15
2004,12,9,"CARP",14.9898,15.1,14.73
2004,12,9,"GOLB",15.2397,15.56,15.12
2004,12,9,"IVEE",15.1635,15.4,14.71
2004,12,9,"MOHK",15.3725,15.62,15.15
2004,12,9,"NAPL",15.1367,15.58,14.97
2004,12,9,"SCDI",14.6167,14.79,14.25
2004,12,9,"SCTW",14.659,15.02,13.55
2004,12,10,"ABUR",15.3384,15.47,14.99
2004,12,10,"AHND",15.2783,15.55,15.08
2004,12,10,"AQUE",15.273,15.43,15.11
2004,12,10,"BULL",14.4576,14.72,14.23
2004,12,10,"CARP",15.2374,15.62,14.89
2004,12,10,"GOLB",15.5152,15.73,15.38
2004,12,10,"IVEE",15.393,15.62,15.32
2004,12,10,"MOHK",15.5059,15.65,15.15
2004,12,10,"NAPL",15.2733,15.58,15.06
2004,12,10,"SCDI",14.5401,14.86,14.42
2004,12,10,"SCTW",14.8242,15.02,14.67
2004,12,11,"ABUR",15.2593,15.47,14.99
2004,12,11,"AHND",15.4867,15.71,15.39
2004,12,11,"AQUE",15.4066,15.46,15.28
2004,12,11,"BULL",15.0445,15.4,14.67
2004,12,11,"CARP",15.5059,15.62,15.37
2004,12,11,"GOLB",15.4898,15.82,15.29
2004,12,11,"IVEE",15.3074,15.62,15.06
2004,12,11,"MOHK",15.4203,15.65,15.31
2004,12,11,"NAPL",15.2639,15.41,15.06
2004,12,11,"SCDI",14.7835,14.97,14.6
2004,12,11,"SCTW",14.88,15.19,14.67
2004,12,12,"ABUR",15.2114,15.38,14.99
2004,12,12,"AHND",15.4567,15.71,15.39
2004,12,12,"AQUE",15.4559,15.59,15.37
2004,12,12,"BULL",15.3075,15.49,15.18
2004,12,12,"CARP",15.4545,15.62,15.21
2004,12,12,"GOLB",15.4553,15.99,15.38
2004,12,12,"IVEE",15.2654,15.53,15.06
2004,12,12,"MOHK",15.3803,15.62,15.13
2004,12,12,"NAPL",15.1899,15.32,15.06
2004,12,12,"SCDI",14.8727,15.29,14.51
2004,12,12,"SCTW",14.8675,15.11,14.58
2004,12,13,"ABUR",15.1511,15.38,14.99
2004,12,13,"AHND",15.36,15.55,15.23
2004,12,13,"AQUE",15.3581,15.46,15.28
2004,12,13,"BULL",15.1704,15.32,15.01
2004,12,13,"CARP",15.3079,15.44,15.21
2004,12,13,"GOLB",15.2998,15.47,15.21
2004,12,13,"IVEE",15.2632,15.45,15.02
