"Year","Month","mop","mean_waveheight","max_waveheight","mean_max_waveheight"
2005,7,"B0494",0.65129,1.13,0.772903
2005,7,"B0662",0.492581,0.81,0.57871
2005,7,"B0663",0.485484,0.79,0.57129
2005,7,"B0664",0.502258,0.82,0.589677
2005,7,"B0665",0.485484,0.79,0.56871
2005,7,"B0666",0.469677,0.76,0.55
2005,7,"B0685",0.43129,0.7,0.497419
2005,7,"B0688",0.409032,0.64,0.466452
2005,7,"B0871",0.50129,0.85,0.556774
2005,8,"B0064",0.404194,0.93,0.504516
2005,8,"B0065",0.429677,1,0.534516
2005,8,"B0279",0.454839,1.03,0.580645
2005,8,"B0354",0.306129,0.62,0.380645
2005,8,"B0394",0.47,1.02,0.594194
2005,8,"B0492",0.502903,1.1,0.630323
2005,8,"B0494",0.522903,1.15,0.655484
2005,8,"B0662",0.416774,0.81,0.507419
2005,8,"B0663",0.412903,0.8,0.502258
2005,8,"B0664",0.425806,0.83,0.516774
2005,8,"B0665",0.412581,0.8,0.500323
2005,8,"B0666",0.4,0.77,0.484194
2005,8,"B0685",0.375806,0.68,0.443548
2005,8,"B0688",0.358387,0.63,0.420645
2005,8,"B0871",0.442903,0.73,0.50129
2005,9,"B0064",0.503,0.86,0.622667
2005,9,"B0065",0.537667,0.91,0.662333
2005,9,"B0279",0.565667,0.92,0.699
2005,9,"B0354",0.356667,0.56,0.434
2005,9,"B0394",0.579333,0.94,0.712
2005,9,"B0492",0.629,0.98,0.77
2005,9,"B0494",0.653,1.02,0.802333
2005,9,"B0662",0.513,0.84,0.618333
2005,9,"B0663",0.505,0.81,0.608667
2005,9,"B0664",0.524333,0.89,0.632333
2005,9,"B0665",0.508333,0.9,0.612667
2005,9,"B0666",0.491667,0.87,0.591
2005,9,"B0685",0.459333,1,0.545667
2005,9,"B0688",0.433333,0.9,0.511
2005,9,"B0871",0.556333,1.35,0.635
2005,10,"B0064",0.546333,1.09,0.668667
2005,10,"B0065",0.586667,1.18,0.718333
2005,10,"B0279",0.631667,1.28,0.773
2005,10,"B0354",0.398387,0.76,0.48
2005,10,"B0394",0.642258,1.3,0.785806
2005,10,"B0492",0.717097,1.42,0.870645
2005,10,"B0494",0.760323,1.49,0.923548
2005,10,"B0662",0.56,1.04,0.663548
2005,10,"B0663",0.552258,1.02,0.654516
2005,10,"B0664",0.574516,1.06,0.679355
2005,10,"B0665",0.551935,1.02,0.652581
2005,10,"B0666",0.534194,0.98,0.63129
2005,10,"B0685",0.49129,0.89,0.579355
2005,10,"B0688",0.470968,0.83,0.552581
2005,10,"B0871",0.579032,1.06,0.662581
2005,11,"B0354",0.397,0.92,0.487667
2005,11,"B0394",0.604333,1.4,0.738667
2005,11,"B0492",0.668,1.6,0.819333
2005,11,"B0494",0.706333,1.74,0.866
2005,11,"B0662",0.535,1.16,0.642
2005,11,"B0663",0.528333,1.14,0.635667
2005,11,"B0664",0.548333,1.18,0.66
2005,11,"B0665",0.528667,1.13,0.633333
2005,11,"B0666",0.513667,1.09,0.615333
2005,11,"B0685",0.483667,1.01,0.579
2005,11,"B0688",0.465667,1,0.558333
2005,11,"B0871",0.554667,1.08,0.652667
2005,12,"B0354",0.557419,2.38,0.684194
2005,12,"B0394",0.810968,3.08,0.96871
2005,12,"B0492",0.898065,3.13,1.06871
2005,12,"B0494",0.967097,3.32,1.14484
2005,12,"B0662",0.696129,1.91,0.817097
2005,12,"B0663",0.687419,1.87,0.805484
2005,12,"B0664",0.713548,1.95,0.836129
2005,12,"B0665",0.682581,1.84,0.79871
2005,12,"B0666",0.663226,1.78,0.777742
2005,12,"B0685",0.610968,1.57,0.715484
2005,12,"B0688",0.590645,1.53,0.692581
2005,12,"B0871",0.740968,2.33,0.886774
2006,1,"B0354",0.565806,1.49,0.694194
2006,1,"B0394",0.850645,2.06,1.03097
2006,1,"B0492",0.952258,2.37,1.15226
2006,1,"B0494",1.02387,2.62,1.23839
2006,1,"B0662",0.742903,1.97,0.895484
2006,1,"B0663",0.732903,1.95,0.882581
2006,1,"B0664",0.76129,2.01,0.914516
2006,1,"B0665",0.73,1.95,0.877097
2006,1,"B0666",0.708065,1.91,0.85129
2006,1,"B0685",0.653871,1.91,0.786129
2006,1,"B0688",0.63129,1.87,0.757742
2006,1,"B0871",0.779032,2.22,0.931935
2006,2,"B0354",0.446429,1.23,0.556429
2006,2,"B0394",0.673214,1.4,0.839286
2006,2,"B0492",0.752143,1.5,0.933929
2006,2,"B0494",0.799643,1.56,0.986071
2006,2,"B0662",0.616071,1.53,0.75
2006,2,"B0663",0.607857,1.54,0.740714
2006,2,"B0664",0.631429,1.59,0.763929
2006,2,"B0665",0.604286,1.54,0.733571
2006,2,"B0666",0.588571,1.51,0.715
2006,2,"B0685",0.55,1.57,0.662143
2006,2,"B0688",0.53,1.54,0.6375
2006,2,"B0871",0.668214,1.77,0.785357
2006,3,"B0064",0.545556,0.83,0.636667
2006,3,"B0065",0.581111,0.88,0.677778
2006,3,"B0263",0.72,1.06,0.834444
2006,3,"B0264",0.731111,1.07,0.844444
2006,3,"B0278",0.655556,0.94,0.757778
2006,3,"B0279",0.661111,0.95,0.762222
2006,3,"B0354",0.466129,0.79,0.587419
2006,3,"B0394",0.730645,1.17,0.917097
2006,3,"B0492",0.812903,1.33,1.00645
2006,3,"B0494",0.866129,1.46,1.06871
2006,3,"B0662",0.666774,1.05,0.812581
2006,3,"B0663",0.660323,1.04,0.804839
2006,3,"B0664",0.685484,1.08,0.832581
2006,3,"B0665",0.658387,1.04,0.799355
2006,3,"B0666",0.638387,1.01,0.776129
2006,3,"B0685",0.594839,0.98,0.720968
2006,3,"B0688",0.570323,0.95,0.688387
2006,3,"B0871",0.702258,1.37,0.81871
2006,4,"B0064",0.524,1.58,0.7
2006,4,"B0065",0.561333,1.67,0.746667
2006,4,"B0263",0.676,2.04,0.903333
2006,4,"B0264",0.686,2.04,0.916333
2006,4,"B0278",0.619333,1.88,0.83
2006,4,"B0279",0.620333,1.89,0.833667
2006,4,"B0354",0.406333,1.18,0.538
2006,4,"B0394",0.635333,1.84,0.845
2006,4,"B0492",0.709333,2.12,0.939
2006,4,"B0494",0.757,2.32,1.00433
2006,4,"B0662",0.599,1.73,0.754
2006,4,"B0663",0.592667,1.71,0.746333
2006,4,"B0664",0.615,1.78,0.773
2006,4,"B0665",0.592333,1.7,0.744333
2006,4,"B0666",0.575333,1.64,0.72
2006,4,"B0685",0.543667,1.53,0.671
2006,4,"B0688",0.520667,1.47,0.642667
2006,4,"B0871",0.678667,1.71,0.801667
2006,5,"B0064",0.551935,1.28,0.656452
2006,5,"B0065",0.592903,1.36,0.70129
2006,5,"B0263",0.69871,1.5,0.82129
2006,5,"B0264",0.709032,1.52,0.833226
2006,5,"B0278",0.637419,1.33,0.747742
2006,5,"B0279",0.640645,1.33,0.750968
2006,5,"B0354",0.399032,0.73,0.467742
2006,5,"B0394",0.648387,1.35,0.761613
2006,5,"B0492",0.726129,1.49,0.846774
2006,5,"B0494",0.766774,1.56,0.894516
2006,5,"B0662",0.562903,0.99,0.65129
2006,5,"B0663",0.553548,0.97,0.641613
2006,5,"B0664",0.578065,1,0.666774
2006,5,"B0665",0.555484,0.96,0.64129
2006,5,"B0666",0.536129,0.92,0.619032
2006,5,"B0685",0.496129,0.83,0.568387
2006,5,"B0688",0.46871,0.79,0.53871
2006,5,"B0871",0.596129,0.86,0.675161
2006,6,"B0064",0.593333,1.03,0.717333
2006,6,"B0065",0.633333,1.11,0.764667
2006,6,"B0263",0.734,1.22,0.876
2006,6,"B0264",0.745,1.25,0.886667
2006,6,"B0278",0.678333,1.12,0.813333
2006,6,"B0279",0.682,1.13,0.816333
2006,6,"B0354",0.423,0.68,0.504667
2006,6,"B0394",0.686,1.15,0.816667
2006,6,"B0492",0.752333,1.24,0.889333
2006,6,"B0494",0.789,1.3,0.933667
2006,6,"B0662",0.588667,0.89,0.688667
2006,6,"B0663",0.579333,0.88,0.678333
2006,6,"B0664",0.599333,0.91,0.700333
2006,6,"B0665",0.579333,0.87,0.676
2006,6,"B0666",0.558667,0.84,0.651333
2006,6,"B0685",0.515,0.73,0.590667
2006,6,"B0688",0.482,0.69,0.551
2006,6,"B0871",0.607,0.85,0.670333
2006,7,"B0064",0.530323,1,0.645484
2006,7,"B0065",0.565806,1.06,0.686774
2006,7,"B0263",0.66,1.25,0.793871
2006,7,"B0264",0.67129,1.27,0.806129
2006,7,"B0278",0.612258,1.15,0.739032
2006,7,"B0279",0.616129,1.17,0.744839
2006,7,"B0354",0.39,0.68,0.467097
2006,7,"B0394",0.61871,1.16,0.746129
2006,7,"B0492",0.680645,1.23,0.812581
2006,7,"B0494",0.717419,1.33,0.859677
2006,7,"B0662",0.557097,0.96,0.662258
2006,7,"B0663",0.55,0.94,0.653548
2006,7,"B0664",0.569032,0.97,0.674839
2006,7,"B0665",0.55,0.92,0.649677
2006,7,"B0666",0.532581,0.89,0.629032
2006,7,"B0685",0.49,0.76,0.567742
2006,7,"B0688",0.463548,0.71,0.535484
2006,7,"B0871",0.561613,0.77,0.621613
2006,8,"B0064",0.482258,0.78,0.594839
2006,8,"B0065",0.511935,0.84,0.629032
2006,8,"B0263",0.582581,1.07,0.718065
2006,8,"B0264",0.590645,1.1,0.725161
2006,8,"B0278",0.537742,0.99,0.663548
2006,8,"B0279",0.538065,0.99,0.665161
2006,8,"B0354",0.366774,0.6,0.444194
2006,8,"B0394",0.55871,1,0.682258
2006,8,"B0492",0.602258,1.07,0.721935
2006,8,"B0494",0.619032,1.11,0.742258
2006,8,"B0662",0.513226,0.8,0.596129
2006,8,"B0663",0.506129,0.79,0.589032
2006,8,"B0664",0.524194,0.82,0.607097
2006,8,"B0665",0.51,0.8,0.591935
2006,8,"B0666",0.493548,0.78,0.572903
2006,8,"B0685",0.466452,0.75,0.536452
2006,8,"B0688",0.441935,0.69,0.506774
2006,8,"B0871",0.554516,0.92,0.632903
2006,9,"B0064",0.508667,0.94,0.615333
2006,9,"B0065",0.542,1,0.654333
2006,9,"B0263",0.608,1.08,0.742333
2006,9,"B0264",0.616667,1.09,0.751
2006,9,"B0278",0.560667,1.04,0.683667
2006,9,"B0279",0.561667,1.05,0.687
2006,9,"B0354",0.383,0.78,0.465333
2006,9,"B0394",0.583333,1.03,0.708667
2006,9,"B0492",0.64,1.07,0.766
2006,9,"B0494",0.665667,1.12,0.799667
2006,9,"B0662",0.548333,0.85,0.643333
2006,9,"B0663",0.541667,0.84,0.635333
2006,9,"B0664",0.562333,0.87,0.659333
2006,9,"B0665",0.546333,0.84,0.641
2006,9,"B0666",0.529333,0.82,0.622
2006,9,"B0685",0.502667,0.76,0.587667
2006,9,"B0688",0.471333,0.72,0.551667
2006,9,"B0871",0.607333,0.98,0.687667
2006,10,"B0064",0.44129,0.87,0.558387
2006,10,"B0065",0.472581,0.92,0.597097
2006,10,"B0263",0.542581,0.99,0.702258
2006,10,"B0264",0.550323,1,0.710645
2006,10,"B0278",0.492258,0.87,0.635806
2006,10,"B0279",0.493871,0.88,0.636774
2006,10,"B0354",0.333226,0.53,0.415161
2006,10,"B0394",0.519355,0.92,0.669032
2006,10,"B0492",0.56871,0.96,0.717097
2006,10,"B0494",0.595806,0.99,0.747097
2006,10,"B0662",0.483548,0.77,0.584839
2006,10,"B0663",0.476774,0.75,0.578065
2006,10,"B0664",0.496129,0.79,0.59871
2006,10,"B0665",0.479677,0.77,0.578387
2006,10,"B0666",0.465806,0.75,0.559355
2006,10,"B0685",0.442581,0.76,0.52129
2006,10,"B0688",0.419677,0.71,0.492903
2006,10,"B0871",0.533871,0.98,0.594516
2006,11,"B0064",0.579,1.09,0.724333
2006,11,"B0065",0.617667,1.16,0.773
2006,11,"B0263",0.746333,1.27,0.919667
2006,11,"B0264",0.757333,1.28,0.932
2006,11,"B0278",0.673333,1.15,0.829333
2006,11,"B0279",0.677667,1.15,0.834333
2006,11,"B0354",0.424667,0.68,0.513333
2006,11,"B0394",0.690333,1.16,0.849
2006,11,"B0492",0.758333,1.28,0.934
2006,11,"B0494",0.804,1.36,0.991333
2006,11,"B0662",0.562,0.94,0.677667
2006,11,"B0663",0.555,0.93,0.671333
2006,11,"B0664",0.576,0.96,0.694
2006,11,"B0665",0.552333,0.92,0.666
2006,11,"B0666",0.535,0.88,0.642667
2006,11,"B0685",0.486333,0.79,0.578667
2006,11,"B0688",0.464,0.74,0.55
2006,11,"B0871",0.529667,0.75,0.602
2006,12,"B0064",0.632258,1.45,0.793871
2006,12,"B0065",0.682581,1.55,0.855161
2006,12,"B0263",0.779355,1.75,0.979355
2006,12,"B0264",0.790323,1.77,0.989032
2006,12,"B0278",0.715806,1.61,0.901935
2006,12,"B0279",0.713548,1.62,0.899677
2006,12,"B0354",0.506452,1.13,0.631935
2006,12,"B0394",0.749032,1.62,0.938065
2006,12,"B0492",0.843226,1.84,1.05645
2006,12,"B0494",0.902581,1.98,1.13355
2006,12,"B0662",0.683226,1.46,0.852258
2006,12,"B0663",0.674194,1.44,0.840645
2006,12,"B0664",0.702581,1.5,0.875484
2006,12,"B0665",0.672581,1.44,0.83871
2006,12,"B0666",0.651935,1.39,0.813226
2006,12,"B0685",0.607419,1.3,0.757097
2006,12,"B0688",0.586452,1.26,0.729032
2006,12,"B0871",0.71871,1.49,0.889032
2007,1,"B0064",0.525161,1.3,0.630968
2007,1,"B0065",0.565161,1.38,0.679355
2007,1,"B0263",0.654333,1.5,0.768333
2007,1,"B0264",0.663,1.52,0.779667
2007,1,"B0278",0.594667,1.35,0.698
2007,1,"B0279",0.59,1.36,0.698065
2007,1,"B0354",0.415161,0.84,0.496129
2007,1,"B0394",0.628065,1.36,0.744516
2007,1,"B0492",0.693548,1.55,0.819677
2007,1,"B0494",0.734194,1.68,0.863871
2007,1,"B0662",0.54129,1.12,0.635484
2007,1,"B0663",0.534194,1.11,0.629355
2007,1,"B0664",0.556774,1.15,0.652903
2007,1,"B0665",0.532258,1.1,0.626452
2007,1,"B0666",0.519032,1.07,0.609355
2007,1,"B0685",0.483548,0.96,0.572581
2007,1,"B0688",0.467742,0.92,0.552903
2007,1,"B0871",0.55871,1.2,0.65129
2007,2,"B0064",0.658929,1.29,0.804643
2007,2,"B0065",0.711786,1.45,0.873214
2007,2,"B0263",0.778571,1.33,0.934643
2007,2,"B0264",0.791786,1.36,0.948571
2007,2,"B0278",0.715357,1.25,0.855357
2007,2,"B0279",0.7125,1.24,0.854286
2007,2,"B0354",0.482143,0.89,0.580357
2007,2,"B0394",0.743929,1.3,0.8975
2007,2,"B0492",0.828929,1.43,0.9925
2007,2,"B0494",0.882857,1.51,1.05286
2007,2,"B0662",0.659643,1.16,0.7775
2007,2,"B0663",0.649286,1.13,0.765
2007,2,"B0664",0.674643,1.17,0.793571
2007,2,"B0665",0.645714,1.12,0.759643
2007,2,"B0666",0.625357,1.08,0.734643
2007,2,"B0685",0.575714,0.98,0.671429
2007,2,"B0688",0.553571,0.94,0.645714
2007,2,"B0871",0.658929,1.31,0.768929
2007,3,"B0064",0.523226,1.21,0.653871
2007,3,"B0065",0.56,1.29,0.7
2007,3,"B0263",0.65129,1.53,0.80129
2007,3,"B0264",0.659677,1.55,0.813548
2007,3,"B0278",0.590968,1.38,0.730968
2007,3,"B0279",0.59129,1.39,0.732903
2007,3,"B0354",0.38,0.82,0.46129
2007,3,"B0394",0.611935,1.37,0.753548
2007,3,"B0492",0.677097,1.54,0.828387
2007,3,"B0494",0.714194,1.67,0.873548
2007,3,"B0662",0.520645,1.06,0.624839
2007,3,"B0663",0.514839,1.05,0.615806
2007,3,"B0664",0.534839,1.09,0.63871
2007,3,"B0665",0.514194,1.04,0.613226
2007,3,"B0666",0.497419,1.01,0.593226
2007,3,"B0685",0.459032,0.9,0.544194
2007,3,"B0688",0.437097,0.86,0.517742
2007,3,"B0871",0.528387,0.95,0.622581
2007,4,"B0064",0.724333,1.47,0.901
2007,4,"B0065",0.777,1.56,0.962333
2007,4,"B0263",0.874,1.6,1.082
2007,4,"B0264",0.886667,1.62,1.099
2007,4,"B0278",0.801333,1.44,0.991
2007,4,"B0279",0.802667,1.45,0.994667
2007,4,"B0354",0.509667,0.91,0.618667
2007,4,"B0394",0.816667,1.46,1.012
2007,4,"B0492",0.913,1.64,1.11333
2007,4,"B0494",0.969,1.74,1.176
2007,4,"B0662",0.703333,1.18,0.835333
2007,4,"B0663",0.692667,1.16,0.824
2007,4,"B0664",0.719667,1.21,0.852333
2007,4,"B0665",0.691,1.16,0.820333
2007,4,"B0666",0.668,1.12,0.793
2007,4,"B0685",0.615333,1.08,0.722667
2007,4,"B0688",0.582667,1.02,0.682667
2007,4,"B0871",0.726,1.73,0.841
2007,5,"B0064",0.589677,1.19,0.725806
2007,5,"B0065",0.627419,1.27,0.771935
2007,5,"B0263",0.756452,1.48,0.920645
2007,5,"B0264",0.767742,1.5,0.935484
2007,5,"B0278",0.693226,1.33,0.849355
2007,5,"B0279",0.696452,1.34,0.855161
2007,5,"B0354",0.417097,0.79,0.506452
2007,5,"B0394",0.701935,1.36,0.860323
2007,5,"B0492",0.775484,1.46,0.940323
2007,5,"B0494",0.818065,1.55,0.99
2007,5,"B0662",0.583871,1.07,0.70129
2007,5,"B0663",0.578065,1.06,0.693226
2007,5,"B0664",0.597419,1.09,0.715806
2007,5,"B0665",0.576452,1.05,0.68871
2007,5,"B0666",0.556452,1.01,0.663548
2007,5,"B0685",0.504194,0.89,0.59
2007,5,"B0688",0.474839,0.84,0.553548
2007,5,"B0871",0.57871,0.96,0.659355
2007,6,"B0064",0.567667,1.15,0.706333
2007,6,"B0065",0.605667,1.23,0.752333
2007,6,"B0263",0.718667,1.43,0.873333
2007,6,"B0264",0.730667,1.45,0.889
2007,6,"B0278",0.652333,1.27,0.801333
2007,6,"B0279",0.655667,1.27,0.804667
2007,6,"B0354",0.387333,0.74,0.466667
2007,6,"B0394",0.666,1.29,0.808333
2007,6,"B0492",0.737333,1.41,0.903333
2007,6,"B0494",0.774333,1.47,0.951667
2007,6,"B0662",0.539667,0.96,0.654
2007,6,"B0663",0.532,0.95,0.645333
2007,6,"B0664",0.551333,0.98,0.667
2007,6,"B0665",0.532,0.94,0.640667
2007,6,"B0666",0.513,0.91,0.618667
2007,6,"B0685",0.465,0.81,0.548333
2007,6,"B0688",0.439667,0.76,0.517
2007,6,"B0871",0.543333,0.84,0.612333
2007,7,"B0064",0.597097,1.1,0.761613
2007,7,"B0065",0.634516,1.18,0.807419
2007,7,"B0263",0.758387,1.31,0.947419
2007,7,"B0264",0.77,1.33,0.959677
2007,7,"B0278",0.693871,1.22,0.875161
2007,7,"B0279",0.698387,1.23,0.882581
2007,7,"B0354",0.426129,0.73,0.540323
2007,7,"B0394",0.696774,1.17,0.875806
2007,7,"B0492",0.77,1.31,0.962903
2007,7,"B0494",0.813226,1.4,1.01871
2007,7,"B0662",0.566129,0.94,0.711613
2007,7,"B0663",0.55871,0.92,0.703226
2007,7,"B0664",0.575806,0.95,0.722581
2007,7,"B0665",0.555806,0.91,0.696129
2007,7,"B0666",0.536452,0.87,0.670968
2007,7,"B0685",0.486129,0.76,0.597419
2007,7,"B0688",0.460323,0.71,0.563226
2007,7,"B0871",0.532903,0.85,0.612581
2007,8,"B0064",0.539032,0.87,0.656129
2007,8,"B0065",0.572258,0.92,0.694839
2007,8,"B0263",0.682258,1.07,0.822258
2007,8,"B0264",0.689355,1.08,0.830968
2007,8,"B0278",0.626129,1.01,0.758065
2007,8,"B0279",0.629677,1.02,0.762903
2007,8,"B0354",0.388387,0.67,0.478387
2007,8,"B0394",0.631935,1,0.761935
2007,8,"B0492",0.685806,1.07,0.824194
2007,8,"B0494",0.717742,1.14,0.866452
2007,8,"B0662",0.523871,0.82,0.630645
2007,8,"B0663",0.517419,0.81,0.622581
2007,8,"B0664",0.532903,0.83,0.64129
2007,8,"B0665",0.513548,0.8,0.617419
2007,8,"B0666",0.497419,0.78,0.597097
2007,8,"B0685",0.450968,0.7,0.535161
2007,8,"B0688",0.427097,0.65,0.504516
2007,8,"B0871",0.491613,0.64,0.553871
2007,9,"B0064",0.528,1.01,0.651333
2007,9,"B0065",0.560333,1.06,0.691333
2007,9,"B0263",0.639,1.25,0.789667
2007,9,"B0264",0.648333,1.26,0.798667
2007,9,"B0278",0.581667,1.17,0.720333
2007,9,"B0279",0.585,1.18,0.725333
2007,9,"B0354",0.371333,0.74,0.453
2007,9,"B0394",0.597,1.15,0.74
2007,9,"B0492",0.658333,1.24,0.810333
2007,9,"B0494",0.690667,1.31,0.851333
2007,9,"B0662",0.528667,0.95,0.638
2007,9,"B0663",0.522333,0.94,0.630667
2007,9,"B0664",0.542333,0.97,0.652333
2007,9,"B0665",0.525,0.93,0.629667
2007,9,"B0666",0.508667,0.9,0.608667
2007,9,"B0685",0.478333,0.81,0.559
2007,9,"B0688",0.45,0.76,0.527667
2007,9,"B0871",0.567333,0.85,0.635
2007,10,"B0064",0.549677,1.16,0.703871
2007,10,"B0065",0.586774,1.23,0.749032
2007,10,"B0263",0.682083,1.31,0.78375
2007,10,"B0264",0.692917,1.33,0.801667
2007,10,"B0278",0.619167,1.21,0.715417
2007,10,"B0279",0.644839,1.27,0.830323
2007,10,"B0354",0.407097,0.79,0.514194
2007,10,"B0394",0.657419,1.27,0.84871
2007,10,"B0492",0.726452,1.39,0.931935
2007,10,"B0494",0.771935,1.5,0.99
2007,10,"B0662",0.558065,1.03,0.690323
2007,10,"B0663",0.550645,1.02,0.681613
2007,10,"B0664",0.572581,1.05,0.705161
2007,10,"B0665",0.550323,1.01,0.67871
2007,10,"B0666",0.533226,0.98,0.656774
2007,10,"B0685",0.49129,0.86,0.597097
2007,10,"B0688",0.466129,0.81,0.564839
2007,10,"B0871",0.562581,0.93,0.648065
2007,11,"B0064",0.4,0.71,0.455455
2007,11,"B0065",0.434545,0.76,0.496364
2007,11,"B0263",0.498182,0.78,0.557273
2007,11,"B0264",0.507273,0.81,0.569091
2007,11,"B0278",0.456364,0.73,0.511818
2007,11,"B0279",0.459091,0.75,0.512727
2007,11,"B0354",0.329667,0.54,0.391
2007,11,"B0394",0.491818,0.75,0.550909
2007,11,"B0492",0.588,1.02,0.693333
2007,11,"B0494",0.619667,1.08,0.729
2007,11,"B0662",0.479667,0.78,0.561
2007,11,"B0663",0.474667,0.77,0.553333
2007,11,"B0664",0.493,0.81,0.574667
2007,11,"B0665",0.476,0.82,0.555333
2007,11,"B0666",0.463,0.8,0.538333
2007,11,"B0685",0.435,0.82,0.504
2007,11,"B0688",0.411,0.75,0.477667
2007,11,"B0871",0.517,0.95,0.590667
2007,12,"B0064",0.716774,4.12,0.970323
2007,12,"B0065",0.778387,4.47,1.05129
2007,12,"B0263",0.850968,3.36,1.10871
2007,12,"B0264",0.866774,3.63,1.13419
2007,12,"B0278",0.782258,3.46,1.03
2007,12,"B0279",0.776774,3.25,1.01968
2007,12,"B0354",0.560645,3.11,0.756774
2007,12,"B0394",0.832581,4.09,1.10839
2007,12,"B0492",0.912258,4.1,1.19742
2007,12,"B0494",0.969677,4.36,1.26935
2007,12,"B0662",0.711935,2.84,0.922903
2007,12,"B0663",0.700645,2.81,0.90871
2007,12,"B0664",0.730645,2.94,0.946452
2007,12,"B0665",0.699032,2.73,0.904516
2007,12,"B0666",0.676452,2.65,0.874194
2007,12,"B0685",0.626774,2.34,0.808387
2007,12,"B0688",0.602903,2.27,0.776774
2007,12,"B0871",0.74129,3.64,0.969677
2008,1,"B0064",0.649355,1.42,0.808387
2008,1,"B0065",0.692903,1.58,0.862903
2008,1,"B0263",0.774839,1.58,0.972581
2008,1,"B0264",0.784839,1.59,0.983548
2008,1,"B0278",0.716774,1.5,0.898387
2008,1,"B0279",0.716452,1.51,0.899032
2008,1,"B0354",0.558065,1.32,0.746452
2008,1,"B0394",0.763226,1.57,0.981935
2008,1,"B0492",0.836774,1.73,1.05871
2008,1,"B0494",0.879032,1.8,1.1029
2008,1,"B0662",0.760968,1.79,0.954194
2008,1,"B0663",0.756129,1.79,0.949355
2008,1,"B0664",0.783871,1.84,0.982581
2008,1,"B0665",0.756129,1.79,0.95
2008,1,"B0666",0.737097,1.77,0.927097
2008,1,"B0685",0.72129,1.88,0.915161
2008,1,"B0688",0.700968,1.86,0.891935
2008,1,"B0871",0.90129,2.44,1.12452
2008,2,"B0064",0.714483,3.7,0.956897
2008,2,"B0065",0.773448,4.05,1.03793
2008,2,"B0263",0.816552,2.81,1.03793
2008,2,"B0264",0.831034,2.92,1.05828
2008,2,"B0278",0.753793,2.77,0.966897
2008,2,"B0279",0.747931,2.67,0.954483
2008,2,"B0354",0.554138,2.27,0.714483
2008,2,"B0394",0.804483,2.99,1.03103
2008,2,"B0492",0.88,3.12,1.12207
2008,2,"B0494",0.928276,3.26,1.18345
2008,2,"B0662",0.721724,2.37,0.894138
2008,2,"B0663",0.712759,2.31,0.881379
2008,2,"B0664",0.738621,2.34,0.908966
2008,2,"B0665",0.708966,2.28,0.873793
2008,2,"B0666",0.688966,2.19,0.848621
2008,2,"B0685",0.648621,2.02,0.797241
2008,2,"B0688",0.625517,1.95,0.768621
2008,2,"B0871",0.807931,3.46,1.05621
2008,3,"B0064",0.703548,1.25,0.849355
2008,3,"B0065",0.753226,1.33,0.909677
2008,3,"B0263",0.869355,1.47,1.04935
2008,3,"B0264",0.880645,1.47,1.06387
2008,3,"B0278",0.78871,1.33,0.955484
2008,3,"B0279",0.789677,1.34,0.96
2008,3,"B0354",0.506129,0.84,0.609355
2008,3,"B0394",0.815806,1.37,0.983871
2008,3,"B0492",0.900645,1.52,1.09419
2008,3,"B0494",0.951935,1.64,1.15484
2008,3,"B0662",0.691935,1.16,0.833548
2008,3,"B0663",0.68129,1.14,0.822258
2008,3,"B0664",0.707097,1.19,0.851935
2008,3,"B0665",0.680968,1.14,0.82
2008,3,"B0666",0.657097,1.1,0.790645
2008,3,"B0685",0.603226,1,0.721935
2008,3,"B0688",0.572258,0.97,0.685806
2008,3,"B0871",0.67871,1.14,0.796129
2008,4,"B0064",0.672,1.29,0.842333
2008,4,"B0065",0.717333,1.39,0.895667
2008,4,"B0263",0.832,1.47,1.04667
2008,4,"B0264",0.843333,1.49,1.06133
2008,4,"B0278",0.76,1.33,0.959667
2008,4,"B0279",0.763333,1.33,0.965333
2008,4,"B0354",0.47,0.85,0.600333
2008,4,"B0394",0.771667,1.34,0.975
2008,4,"B0492",0.845,1.46,1.05533
2008,4,"B0494",0.887667,1.53,1.107
2008,4,"B0662",0.635333,1.04,0.793667
2008,4,"B0663",0.628333,1.03,0.782667
2008,4,"B0664",0.649,1.06,0.806667
2008,4,"B0665",0.625333,1.02,0.778667
2008,4,"B0666",0.603,0.99,0.751
2008,4,"B0685",0.545667,0.89,0.677333
2008,4,"B0688",0.516667,0.85,0.639667
2008,4,"B0871",0.594667,0.98,0.690333
2008,5,"B0064",0.64129,1.46,0.84871
2008,5,"B0065",0.683548,1.55,0.901935
2008,5,"B0263",0.772903,1.61,0.972903
2008,5,"B0264",0.782903,1.63,0.985484
2008,5,"B0278",0.708387,1.46,0.893226
2008,5,"B0279",0.712581,1.47,0.898387
2008,5,"B0354",0.442581,0.91,0.553871
2008,5,"B0394",0.717742,1.47,0.905161
2008,5,"B0492",0.791613,1.65,0.993871
2008,5,"B0494",0.832581,1.74,1.04355
2008,5,"B0662",0.61,1.16,0.748387
2008,5,"B0663",0.60129,1.15,0.739677
2008,5,"B0664",0.622258,1.18,0.763871
2008,5,"B0665",0.599355,1.14,0.735161
2008,5,"B0666",0.579355,1.1,0.709355
2008,5,"B0685",0.527742,0.97,0.636129
2008,5,"B0688",0.498387,0.92,0.601935
2008,5,"B0871",0.572903,0.93,0.659677
2008,6,"B0064",0.639,1.22,0.804333
