"Year","Month","mop","mean_waveheight","max_waveheight","mean_max_waveheight"
2008,6,"B0065",0.681667,1.3,0.857
2008,6,"B0263",0.775667,1.45,0.946333
2008,6,"B0264",0.785333,1.47,0.961667
2008,6,"B0278",0.708333,1.3,0.863333
2008,6,"B0279",0.712333,1.31,0.869
2008,6,"B0354",0.447667,0.78,0.536
2008,6,"B0394",0.722333,1.32,0.875333
2008,6,"B0492",0.799333,1.42,0.964667
2008,6,"B0494",0.840333,1.49,1.01133
2008,6,"B0662",0.622333,0.99,0.727667
2008,6,"B0663",0.612667,0.97,0.717667
2008,6,"B0664",0.635667,1,0.741667
2008,6,"B0665",0.614667,0.96,0.716667
2008,6,"B0666",0.595,0.93,0.692
2008,6,"B0685",0.553,0.82,0.637
2008,6,"B0688",0.518,0.77,0.597333
2008,6,"B0871",0.631333,0.88,0.699333
2008,7,"B0064",0.524516,1.05,0.641613
2008,7,"B0065",0.56,1.12,0.680645
2008,7,"B0263",0.649032,1.23,0.777419
2008,7,"B0264",0.657419,1.25,0.787742
2008,7,"B0278",0.593548,1.17,0.717742
2008,7,"B0279",0.596129,1.18,0.722903
2008,7,"B0354",0.381935,0.75,0.454516
2008,7,"B0394",0.606774,1.16,0.730323
2008,7,"B0492",0.664516,1.24,0.793871
2008,7,"B0494",0.696452,1.32,0.833226
2008,7,"B0662",0.528387,1.01,0.623548
2008,7,"B0663",0.520968,0.99,0.615161
2008,7,"B0664",0.540323,1.02,0.634839
2008,7,"B0665",0.520968,0.98,0.611613
2008,7,"B0666",0.504516,0.95,0.59129
2008,7,"B0685",0.470968,0.84,0.53871
2008,7,"B0688",0.446129,0.78,0.510323
2008,7,"B0871",0.547742,0.79,0.603226
2008,8,"B0064",0.469677,0.88,0.585806
2008,8,"B0065",0.498065,0.93,0.62129
2008,8,"B0263",0.576774,1.05,0.714516
2008,8,"B0264",0.584839,1.07,0.722258
2008,8,"B0278",0.518387,0.95,0.645161
2008,8,"B0279",0.520645,0.96,0.647097
2008,8,"B0354",0.346452,0.63,0.414516
2008,8,"B0394",0.542581,0.96,0.663226
2008,8,"B0492",0.58,1.03,0.710968
2008,8,"B0494",0.603871,1.08,0.738065
2008,8,"B0662",0.461613,0.79,0.542258
2008,8,"B0663",0.457419,0.79,0.536452
2008,8,"B0664",0.471935,0.81,0.551935
2008,8,"B0665",0.457097,0.78,0.533226
2008,8,"B0666",0.443548,0.75,0.517097
2008,8,"B0685",0.417097,0.68,0.475806
2008,8,"B0688",0.398387,0.64,0.452258
2008,8,"B0871",0.483548,0.68,0.53
2008,9,"B0064",0.505667,1.05,0.627333
2008,9,"B0065",0.538,1.13,0.666667
2008,9,"B0263",0.609333,1.22,0.762667
2008,9,"B0264",0.616333,1.24,0.771333
2008,9,"B0278",0.559,1.11,0.698667
2008,9,"B0279",0.561333,1.12,0.703333
2008,9,"B0354",0.364667,0.66,0.446333
2008,9,"B0394",0.575333,1.12,0.718333
2008,9,"B0492",0.625667,1.19,0.773667
2008,9,"B0494",0.651333,1.23,0.807333
2008,9,"B0662",0.519333,0.85,0.613
2008,9,"B0663",0.511333,0.84,0.606
2008,9,"B0664",0.529667,0.86,0.626333
2008,9,"B0665",0.514667,0.83,0.606667
2008,9,"B0666",0.497333,0.8,0.586
2008,9,"B0685",0.468667,0.73,0.540667
2008,9,"B0688",0.437667,0.69,0.508667
2008,9,"B0871",0.554,0.89,0.619667
2008,10,"B0064",0.51129,1.27,0.638387
2008,10,"B0065",0.546452,1.35,0.680645
2008,10,"B0263",0.627097,1.47,0.788065
2008,10,"B0264",0.635484,1.5,0.798065
2008,10,"B0278",0.573226,1.34,0.721613
2008,10,"B0279",0.576129,1.34,0.726129
2008,10,"B0354",0.386774,0.81,0.482258
2008,10,"B0394",0.594516,1.36,0.745806
2008,10,"B0492",0.657419,1.47,0.823548
2008,10,"B0494",0.693226,1.54,0.868387
2008,10,"B0662",0.540645,1.04,0.650645
2008,10,"B0663",0.533226,1.03,0.643226
2008,10,"B0664",0.554516,1.06,0.666774
2008,10,"B0665",0.535484,1.02,0.645484
2008,10,"B0666",0.519677,0.98,0.623871
2008,10,"B0685",0.492258,0.87,0.583226
2008,10,"B0688",0.468387,0.82,0.553871
2008,10,"B0871",0.598387,1.07,0.683226
2008,11,"B0064",0.491667,1.11,0.626
2008,11,"B0065",0.522667,1.18,0.664667
2008,11,"B0263",0.611,1.2,0.755667
2008,11,"B0264",0.618667,1.21,0.765333
2008,11,"B0278",0.550333,1.08,0.679333
2008,11,"B0279",0.551667,1.08,0.682
2008,11,"B0354",0.371667,0.65,0.448333
2008,11,"B0394",0.573,1.08,0.703667
2008,11,"B0492",0.634,1.21,0.779667
2008,11,"B0494",0.674333,1.27,0.829
2008,11,"B0662",0.507333,0.97,0.603333
2008,11,"B0663",0.501667,0.96,0.597333
2008,11,"B0664",0.520333,1,0.618667
2008,11,"B0665",0.501667,0.96,0.594667
2008,11,"B0666",0.487,0.93,0.578333
2008,11,"B0685",0.459,0.87,0.539
2008,11,"B0688",0.441333,0.83,0.518667
2008,11,"B0871",0.540667,0.95,0.616333
2008,12,"B0064",0.510968,1.17,0.667097
2008,12,"B0065",0.546452,1.24,0.71129
2008,12,"B0263",0.612903,1.47,0.779032
2008,12,"B0264",0.619355,1.49,0.787742
2008,12,"B0278",0.560323,1.33,0.710645
2008,12,"B0279",0.56129,1.34,0.713548
2008,12,"B0354",0.396129,0.89,0.49
2008,12,"B0394",0.585806,1.34,0.737419
2008,12,"B0492",0.638387,1.5,0.801935
2008,12,"B0494",0.666774,1.61,0.836774
2008,12,"B0662",0.51871,1.28,0.643226
2008,12,"B0663",0.514839,1.27,0.638387
2008,12,"B0664",0.532903,1.32,0.659355
2008,12,"B0665",0.511935,1.27,0.633548
2008,12,"B0666",0.49871,1.23,0.617097
2008,12,"B0685",0.465484,1.18,0.573548
2008,12,"B0688",0.447419,1.14,0.55
2008,12,"B0871",0.524516,1.36,0.643871
2009,1,"B0064",0.445484,1.07,0.541613
2009,1,"B0065",0.480645,1.13,0.584194
2009,1,"B0263",0.547419,1.07,0.656129
2009,1,"B0264",0.552581,1.08,0.661613
2009,1,"B0278",0.495161,0.95,0.594194
2009,1,"B0279",0.493548,0.95,0.593548
2009,1,"B0354",0.352581,0.62,0.426774
2009,1,"B0394",0.525806,0.98,0.632903
2009,1,"B0492",0.575484,1.08,0.690323
2009,1,"B0494",0.605484,1.12,0.726452
2009,1,"B0662",0.447419,0.9,0.537097
2009,1,"B0663",0.442258,0.89,0.532903
2009,1,"B0664",0.459355,0.92,0.551613
2009,1,"B0665",0.441935,0.88,0.530645
2009,1,"B0666",0.430323,0.85,0.515484
2009,1,"B0685",0.404516,0.77,0.488065
2009,1,"B0688",0.389032,0.72,0.47
2009,1,"B0871",0.48,0.79,0.557419
2009,2,"B0064",0.556071,1.34,0.705357
2009,2,"B0065",0.592143,1.42,0.749286
2009,2,"B0263",0.688929,1.36,0.863571
2009,2,"B0264",0.697857,1.38,0.874643
2009,2,"B0278",0.631429,1.23,0.792857
2009,2,"B0279",0.634286,1.24,0.796071
2009,2,"B0354",0.425357,1.16,0.543929
2009,2,"B0394",0.648571,1.39,0.813214
2009,2,"B0492",0.7275,1.51,0.897857
2009,2,"B0494",0.778929,1.61,0.962143
2009,2,"B0662",0.574286,1.36,0.716786
2009,2,"B0663",0.567143,1.37,0.71
2009,2,"B0664",0.59,1.42,0.736071
2009,2,"B0665",0.565714,1.37,0.706429
2009,2,"B0666",0.548929,1.34,0.686786
2009,2,"B0685",0.510357,1.4,0.644286
2009,2,"B0688",0.489286,1.37,0.618214
2009,2,"B0871",0.602143,1.63,0.739286
2009,3,"B0064",0.550645,1.13,0.695161
2009,3,"B0065",0.589355,1.2,0.742903
2009,3,"B0263",0.724286,1.23,0.891071
2009,3,"B0264",0.722903,1.25,0.900323
2009,3,"B0278",0.646774,1.1,0.803871
2009,3,"B0279",0.650323,1.1,0.807097
2009,3,"B0354",0.404194,0.63,0.489032
2009,3,"B0394",0.665484,1.13,0.820323
2009,3,"B0492",0.733226,1.2,0.901613
2009,3,"B0494",0.77,1.24,0.946774
2009,3,"B0662",0.561613,0.89,0.666129
2009,3,"B0663",0.554516,0.88,0.657419
2009,3,"B0664",0.575161,0.91,0.68129
2009,3,"B0665",0.552258,0.88,0.652581
2009,3,"B0666",0.534839,0.85,0.631613
2009,3,"B0685",0.488065,0.78,0.570968
2009,3,"B0688",0.464194,0.75,0.542258
2009,3,"B0871",0.570645,1,0.649032
2009,4,"B0064",0.645333,1.49,0.82
2009,4,"B0065",0.687333,1.57,0.871
2009,4,"B0263",0.767692,1.58,0.962308
2009,4,"B0264",0.788333,1.61,1.00933
2009,4,"B0278",0.711,1.42,0.907333
2009,4,"B0279",0.714667,1.42,0.912333
2009,4,"B0354",0.452667,0.85,0.565667
2009,4,"B0394",0.728,1.44,0.927667
2009,4,"B0492",0.801333,1.62,1.00433
2009,4,"B0494",0.843,1.71,1.05467
2009,4,"B0662",0.627667,1.19,0.757333
2009,4,"B0663",0.620333,1.17,0.747333
2009,4,"B0664",0.642,1.22,0.772667
2009,4,"B0665",0.618333,1.17,0.745
2009,4,"B0666",0.599,1.13,0.720333
2009,4,"B0685",0.551667,1.03,0.662667
2009,4,"B0688",0.521667,0.98,0.625333
2009,4,"B0871",0.627333,1.17,0.736
2009,5,"B0064",0.686774,1.41,0.840968
2009,5,"B0065",0.730645,1.5,0.895161
2009,5,"B0263",0.644211,1.21,0.789474
2009,5,"B0264",0.813548,1.69,0.998387
2009,5,"B0278",0.742581,1.52,0.909677
2009,5,"B0279",0.747419,1.53,0.917097
2009,5,"B0354",0.459032,0.89,0.56
2009,5,"B0394",0.739355,1.5,0.910323
2009,5,"B0492",0.823226,1.69,1.0071
2009,5,"B0494",0.876129,1.8,1.06806
2009,5,"B0662",0.575484,1.02,0.667097
2009,5,"B0663",0.567742,1.01,0.660645
2009,5,"B0664",0.587097,1.05,0.68129
2009,5,"B0665",0.567097,1,0.656129
2009,5,"B0666",0.547742,0.97,0.635484
2009,5,"B0685",0.502258,0.88,0.57871
2009,5,"B0688",0.476774,0.83,0.547742
2009,5,"B0871",0.533548,0.86,0.597742
2009,6,"B0064",0.516333,1.02,0.653333
2009,6,"B0065",0.55,1.09,0.692667
2009,6,"B0263",0.584,1.2,0.743667
2009,6,"B0264",0.590333,1.22,0.750333
2009,6,"B0278",0.537,1.12,0.683333
2009,6,"B0279",0.539,1.13,0.687
2009,6,"B0354",0.346667,0.64,0.435333
2009,6,"B0394",0.550667,1.09,0.701333
2009,6,"B0492",0.618667,1.26,0.770333
2009,6,"B0494",0.647667,1.39,0.807333
2009,6,"B0662",0.512333,0.76,0.589667
2009,6,"B0663",0.503333,0.75,0.583667
2009,6,"B0664",0.524667,0.77,0.605333
2009,6,"B0665",0.510667,0.74,0.588333
2009,6,"B0666",0.493,0.71,0.568
2009,6,"B0685",0.476333,0.69,0.539667
2009,6,"B0688",0.448333,0.65,0.510333
2009,6,"B0871",0.579667,0.93,0.646
2009,7,"B0064",0.539032,0.99,0.672258
2009,7,"B0065",0.575484,1.05,0.715806
2009,7,"B0263",0.61871,1.1,0.769355
2009,7,"B0264",0.626452,1.11,0.78
2009,7,"B0278",0.569677,1.04,0.710323
2009,7,"B0279",0.572258,1.04,0.713226
2009,7,"B0354",0.370323,0.61,0.453226
2009,7,"B0394",0.582258,1.03,0.719355
2009,7,"B0492",0.637419,1.07,0.780645
2009,7,"B0494",0.659677,1.12,0.809032
2009,7,"B0662",0.493226,0.73,0.561935
2009,7,"B0663",0.488065,0.72,0.553871
2009,7,"B0664",0.504194,0.75,0.573226
2009,7,"B0665",0.490645,0.76,0.557097
2009,7,"B0666",0.476774,0.74,0.539355
2009,7,"B0685",0.455806,0.81,0.514194
2009,7,"B0688",0.431613,0.72,0.484194
2009,7,"B0871",0.550645,1.2,0.613226
2009,8,"B0064",0.492581,0.97,0.617419
2009,8,"B0065",0.524194,1.03,0.656129
2009,8,"B0263",0.562258,1.1,0.71
2009,8,"B0264",0.566774,1.11,0.717419
2009,8,"B0278",0.517742,1.02,0.657097
2009,8,"B0279",0.519355,1.03,0.659677
2009,8,"B0354",0.341935,0.63,0.426774
2009,8,"B0394",0.528065,1.03,0.669355
2009,8,"B0492",0.569355,1.08,0.717419
2009,8,"B0494",0.591613,1.12,0.743871
2009,8,"B0662",0.463226,0.75,0.543871
2009,8,"B0663",0.457419,0.74,0.538065
2009,8,"B0664",0.472258,0.76,0.553871
2009,8,"B0665",0.459355,0.74,0.53871
2009,8,"B0666",0.44871,0.72,0.524194
2009,8,"B0685",0.432581,0.76,0.502903
2009,8,"B0688",0.41,0.7,0.474839
2009,8,"B0871",0.503548,0.86,0.575161
2009,9,"B0064",0.547,0.92,0.666
2009,9,"B0065",0.582333,0.98,0.709667
2009,9,"B0263",0.638333,1.11,0.774
2009,9,"B0264",0.647,1.13,0.783333
2009,9,"B0278",0.584,1.01,0.706667
2009,9,"B0279",0.584333,1.02,0.71
2009,9,"B0354",0.377667,0.61,0.454333
2009,9,"B0394",0.596,0.98,0.718667
2009,9,"B0492",0.656667,1.16,0.789667
2009,9,"B0494",0.689667,1.26,0.832667
2009,9,"B0662",0.484333,0.72,0.552333
2009,9,"B0663",0.477,0.71,0.545333
2009,9,"B0664",0.495667,0.74,0.563667
2009,9,"B0665",0.476333,0.71,0.543
2009,9,"B0666",0.464,0.68,0.527
2009,9,"B0685",0.435667,0.65,0.491667
2009,9,"B0688",0.417333,0.64,0.472
2009,9,"B0871",0.490667,0.77,0.545
2009,10,"B0064",0.66871,1.34,0.838387
2009,10,"B0065",0.713871,1.43,0.897419
2009,10,"B0263",0.802903,1.57,1.00355
2009,10,"B0264",0.814194,1.59,1.01742
2009,10,"B0278",0.726774,1.42,0.912258
2009,10,"B0279",0.730968,1.44,0.917419
2009,10,"B0354",0.453871,0.9,0.570968
2009,10,"B0394",0.736774,1.41,0.921935
2009,10,"B0492",0.83,1.62,1.02419
2009,10,"B0494",0.883548,1.81,1.08968
2009,10,"B0662",0.592258,1.49,0.707419
2009,10,"B0663",0.586452,1.48,0.699677
2009,10,"B0664",0.607742,1.54,0.724516
2009,10,"B0665",0.584839,1.48,0.69871
2009,10,"B0666",0.568387,1.44,0.676452
2009,10,"B0685",0.532258,1.35,0.633548
2009,10,"B0688",0.50871,1.3,0.605161
2009,10,"B0871",0.593548,1.45,0.687419
2009,11,"B0064",0.599333,1.53,0.752333
2009,11,"B0065",0.643,1.64,0.805333
2009,11,"B0263",0.721333,1.84,0.902
2009,11,"B0264",0.733333,1.86,0.918
2009,11,"B0278",0.654,1.69,0.821
2009,11,"B0279",0.655333,1.7,0.823333
2009,11,"B0354",0.437,1.12,0.534
2009,11,"B0394",0.679333,1.69,0.844
2009,11,"B0492",0.758333,1.9,0.948667
2009,11,"B0494",0.805333,2.07,1.00533
2009,11,"B0662",0.561,1.32,0.662
2009,11,"B0663",0.552333,1.3,0.651667
2009,11,"B0664",0.576,1.36,0.679
2009,11,"B0665",0.551,1.3,0.649
2009,11,"B0666",0.534,1.25,0.63
2009,11,"B0685",0.499,1.14,0.581667
2009,11,"B0688",0.478667,1.08,0.558
2009,11,"B0871",0.558667,1.17,0.655333
2009,12,"B0064",0.625484,1.22,0.769677
2009,12,"B0065",0.672581,1.32,0.832903
2009,12,"B0263",0.721613,1.41,0.891935
2009,12,"B0264",0.731935,1.44,0.904516
2009,12,"B0278",0.661935,1.31,0.819677
2009,12,"B0279",0.658387,1.3,0.817097
2009,12,"B0354",0.465806,1,0.581935
2009,12,"B0394",0.689677,1.42,0.862581
2009,12,"B0492",0.76871,1.6,0.960323
2009,12,"B0494",0.822258,1.64,1.02613
2009,12,"B0662",0.631613,1.43,0.765806
2009,12,"B0663",0.622903,1.38,0.754839
2009,12,"B0664",0.645806,1.45,0.782903
2009,12,"B0665",0.620645,1.37,0.750968
2009,12,"B0666",0.603548,1.37,0.732258
2009,12,"B0685",0.565484,1.27,0.683871
2009,12,"B0688",0.545161,1.18,0.660645
2009,12,"B0871",0.654839,1.5,0.806774
2010,1,"B0064",0.855484,2.48,1.04484
2010,1,"B0065",0.929355,2.9,1.14161
2010,1,"B0263",0.97,2.11,1.15452
2010,1,"B0264",0.983226,2.14,1.17226
2010,1,"B0278",0.890968,2,1.06839
2010,1,"B0279",0.886452,2,1.06323
2010,1,"B0354",0.633226,1.62,0.783548
2010,1,"B0394",0.917097,2.06,1.10516
2010,1,"B0492",1.04484,2.26,1.24194
2010,1,"B0494",1.1371,2.46,1.34355
2010,1,"B0662",0.880968,2.29,1.04194
2010,1,"B0663",0.870645,2.28,1.03097
2010,1,"B0664",0.903548,2.36,1.06871
2010,1,"B0665",0.867419,2.27,1.02645
2010,1,"B0666",0.842903,2.23,0.998387
2010,1,"B0685",0.795806,2.21,0.95129
2010,1,"B0688",0.771935,2.17,0.924516
2010,1,"B0871",0.900968,2.49,1.08032
2010,2,"B0064",0.822143,2.49,1.01857
2010,2,"B0065",0.882857,2.71,1.0975
2010,2,"B0263",0.960357,2.57,1.17857
2010,2,"B0264",0.973214,2.6,1.19143
2010,2,"B0278",0.880714,2.42,1.0875
2010,2,"B0279",0.882143,2.41,1.08679
2010,2,"B0354",0.5875,1.65,0.733929
2010,2,"B0394",0.897857,2.4,1.10857
2010,2,"B0492",1.02036,2.69,1.25571
2010,2,"B0494",1.10714,2.99,1.36393
2010,2,"B0662",0.824286,1.98,0.986071
2010,2,"B0663",0.815,1.95,0.976429
2010,2,"B0664",0.846429,2.03,1.0125
2010,2,"B0665",0.811786,1.94,0.970714
2010,2,"B0666",0.786786,1.88,0.941429
2010,2,"B0685",0.729286,1.7,0.872857
2010,2,"B0688",0.702143,1.62,0.840357
2010,2,"B0871",0.823214,1.94,0.996071
2010,3,"B0064",0.729355,1.38,0.897419
2010,3,"B0065",0.780323,1.49,0.958065
2010,3,"B0263",0.85,1.55,1.05194
2010,3,"B0264",0.862581,1.56,1.06484
2010,3,"B0278",0.784839,1.44,0.968387
2010,3,"B0279",0.786129,1.45,0.971613
2010,3,"B0354",0.519032,0.91,0.621935
2010,3,"B0394",0.798387,1.39,0.981935
2010,3,"B0492",0.903548,1.62,1.10419
2010,3,"B0494",0.966774,1.78,1.18129
2010,3,"B0662",0.688387,1.24,0.8
2010,3,"B0663",0.678387,1.23,0.79
2010,3,"B0664",0.705806,1.27,0.820323
2010,3,"B0665",0.678387,1.22,0.788387
2010,3,"B0666",0.657419,1.18,0.764839
2010,3,"B0685",0.612903,1.06,0.712258
2010,3,"B0688",0.586452,1.01,0.680968
2010,3,"B0871",0.699355,1.18,0.809677
2010,4,"B0064",0.758667,1.44,0.949
2010,4,"B0065",0.808,1.52,1.01
2010,4,"B0263",0.899667,1.76,1.14
2010,4,"B0264",0.911333,1.78,1.15533
2010,4,"B0278",0.821333,1.58,1.044
2010,4,"B0279",0.824,1.6,1.05033
2010,4,"B0354",0.522,0.97,0.657667
2010,4,"B0394",0.826667,1.59,1.05133
2010,4,"B0492",0.937333,1.78,1.18133
2010,4,"B0494",1.00733,1.96,1.27
2010,4,"B0662",0.738667,1.54,0.873667
2010,4,"B0663",0.729333,1.54,0.865667
2010,4,"B0664",0.758667,1.6,0.897333
2010,4,"B0665",0.729333,1.54,0.864
2010,4,"B0666",0.705,1.51,0.836667
2010,4,"B0685",0.661667,1.55,0.780333
2010,4,"B0688",0.63,1.51,0.745
2010,4,"B0871",0.764,1.66,0.882333
2010,5,"B0064",0.749677,1.47,0.957742
2010,5,"B0065",0.796774,1.56,1.01903
2010,5,"B0263",0.874839,1.67,1.12226
2010,5,"B0264",0.885806,1.69,1.1371
2010,5,"B0278",0.798065,1.55,1.02645
2010,5,"B0279",0.802903,1.56,1.03226
2010,5,"B0354",0.493226,0.96,0.630968
2010,5,"B0394",0.800323,1.52,1.03032
2010,5,"B0492",0.880645,1.67,1.11645
2010,5,"B0494",0.927742,1.78,1.17161
2010,5,"B0662",0.620323,1.04,0.741935
2010,5,"B0663",0.612258,1.03,0.733226
2010,5,"B0664",0.631935,1.06,0.755484
2010,5,"B0665",0.610323,1.02,0.729355
2010,5,"B0666",0.589677,0.98,0.704839
2010,5,"B0685",0.541935,0.89,0.643226
2010,5,"B0688",0.510645,0.84,0.605161
2010,5,"B0871",0.604839,1.14,0.691935
2010,6,"B0064",0.725667,1.34,0.859
2010,6,"B0065",0.776333,1.43,0.916333
2010,6,"B0263",0.848333,1.53,1.00033
2010,6,"B0264",0.860333,1.55,1.01533
2010,6,"B0278",0.778667,1.43,0.922667
2010,6,"B0279",0.785667,1.45,0.933
2010,6,"B0354",0.459667,0.82,0.545333
2010,6,"B0394",0.769667,1.4,0.918667
2010,6,"B0492",0.872,1.53,1.03633
2010,6,"B0494",0.934,1.66,1.11167
2010,6,"B0662",0.593667,0.92,0.691333
2010,6,"B0663",0.585,0.9,0.682333
2010,6,"B0664",0.606,0.93,0.706
2010,6,"B0665",0.583333,0.88,0.677667
2010,6,"B0666",0.563333,0.85,0.654
2010,6,"B0685",0.514333,0.77,0.592667
2010,6,"B0688",0.484333,0.73,0.559
2010,6,"B0871",0.573333,0.76,0.643
2010,7,"B0064",0.520645,0.94,0.650323
2010,7,"B0065",0.552581,1.01,0.689677
2010,7,"B0263",0.585484,1.08,0.739032
2010,7,"B0264",0.591613,1.1,0.746129
2010,7,"B0278",0.538387,0.99,0.682258
2010,7,"B0279",0.54129,0.99,0.685161
2010,7,"B0354",0.35871,0.59,0.443226
2010,7,"B0394",0.549032,1,0.693871
2010,7,"B0492",0.596774,1.09,0.742581
2010,7,"B0494",0.618387,1.13,0.768387
2010,7,"B0662",0.48129,0.77,0.54871
2010,7,"B0663",0.473226,0.75,0.539677
2010,7,"B0664",0.491613,0.79,0.559677
2010,7,"B0665",0.47871,0.78,0.545484
2010,7,"B0666",0.464194,0.75,0.528065
2010,7,"B0685",0.453226,0.78,0.511935
2010,7,"B0688",0.426452,0.71,0.482258
2010,7,"B0871",0.551935,1.15,0.628387
2010,8,"B0064",0.560323,1.04,0.688065
2010,8,"B0065",0.595484,1.11,0.731613
2010,8,"B0263",0.63871,1.2,0.780968
2010,8,"B0264",0.646774,1.22,0.790968
2010,8,"B0278",0.58871,1.11,0.72871
2010,8,"B0279",0.59129,1.12,0.732258
2010,8,"B0354",0.37871,0.68,0.47
2010,8,"B0394",0.598387,1.12,0.734194
2010,8,"B0492",0.649355,1.18,0.787419
2010,8,"B0494",0.671935,1.22,0.814194
2010,8,"B0662",0.485484,0.74,0.560645
2010,8,"B0663",0.477742,0.73,0.552903
2010,8,"B0664",0.493871,0.75,0.570323
2010,8,"B0665",0.48129,0.74,0.554516
2010,8,"B0666",0.465161,0.72,0.537742
2010,8,"B0685",0.443871,0.71,0.507097
2010,8,"B0688",0.417742,0.66,0.477419
2010,8,"B0871",0.526129,0.88,0.587419
2010,9,"B0064",0.551333,0.98,0.677333
2010,9,"B0065",0.589667,1.04,0.724333
2010,9,"B0263",0.645667,1.16,0.792667
2010,9,"B0264",0.654667,1.17,0.802667
2010,9,"B0278",0.585667,1.03,0.720667
2010,9,"B0279",0.587333,1.03,0.725333
2010,9,"B0354",0.365667,0.65,0.448333
2010,9,"B0394",0.594667,1.06,0.734333
2010,9,"B0492",0.658667,1.13,0.809333
2010,9,"B0494",0.69,1.17,0.849667
2010,9,"B0662",0.467667,0.75,0.537
2010,9,"B0663",0.461333,0.74,0.529667
2010,9,"B0664",0.479667,0.76,0.548667
2010,9,"B0665",0.464,0.73,0.529667
2010,9,"B0666",0.449667,0.7,0.512667
2010,9,"B0685",0.425667,0.63,0.481
2010,9,"B0688",0.404333,0.6,0.456
2010,9,"B0871",0.498,0.93,0.556
2010,10,"B0064",0.486667,0.97,0.598333
2010,10,"B0065",0.520333,1.03,0.638333
2010,10,"B0263",0.571667,1.15,0.711333
2010,10,"B0264",0.579,1.16,0.72
2010,10,"B0278",0.521667,1.03,0.649667
2010,10,"B0279",0.521667,1.02,0.650667
2010,10,"B0354",0.365,0.67,0.445333
2010,10,"B0394",0.543,1.06,0.674
2010,10,"B0492",0.605,1.15,0.751667
2010,10,"B0494",0.637667,1.21,0.794
2010,10,"B0662",0.504333,0.82,0.585
2010,10,"B0663",0.497333,0.81,0.577667
2010,10,"B0664",0.518667,0.84,0.601
2010,10,"B0665",0.500667,0.81,0.579667
2010,10,"B0666",0.486,0.78,0.561667
2010,10,"B0685",0.471,0.72,0.541
2010,10,"B0688",0.450333,0.69,0.519
2010,10,"B0871",0.557667,0.78,0.629667
2010,11,"B0064",0.534333,1.06,0.675667
2010,11,"B0065",0.567,1.13,0.715333
2010,11,"B0263",0.632333,1.19,0.788333
2010,11,"B0264",0.642,1.2,0.799667
2010,11,"B0278",0.576333,1.1,0.723333
2010,11,"B0279",0.578333,1.11,0.724667
2010,11,"B0354",0.386,0.65,0.480667
2010,11,"B0394",0.597333,1.11,0.746667
2010,11,"B0492",0.659,1.19,0.817
2010,11,"B0494",0.691,1.24,0.854333
2010,11,"B0662",0.521,0.99,0.619667
2010,11,"B0663",0.515,0.98,0.614333
2010,11,"B0664",0.534,1.01,0.634
2010,11,"B0665",0.513333,0.98,0.610333
2010,11,"B0666",0.499333,0.95,0.594667
2010,11,"B0685",0.468667,0.91,0.555333
2010,11,"B0688",0.448667,0.88,0.533667
2010,11,"B0871",0.536,1.26,0.653
2010,12,"B0064",0.59871,1.14,0.764194
2010,12,"B0065",0.634194,1.22,0.805806
2010,12,"B0263",0.727742,1.31,0.927419
2010,12,"B0264",0.735484,1.32,0.933226
2010,12,"B0278",0.658065,1.21,0.841613
2010,12,"B0279",0.661935,1.22,0.847097
2010,12,"B0354",0.431613,0.85,0.564839
2010,12,"B0394",0.670323,1.2,0.860645
2010,12,"B0492",0.749032,1.4,0.95
2010,12,"B0494",0.807742,1.55,1.02226
2010,12,"B0662",0.669032,1.32,0.83871
2010,12,"B0663",0.664194,1.31,0.832581
2010,12,"B0664",0.75,1.36,0.940909
2010,12,"B0665",0.661935,1.31,0.83
2010,12,"B0666",0.642258,1.28,0.806774
2010,12,"B0685",0.606774,1.27,0.76
2010,12,"B0688",0.583226,1.24,0.730323
2010,12,"B0871",0.670645,1.43,0.827097
2011,1,"B0064",0.55871,1.35,0.676129
2011,2,"B0064",0.569286,1.38,0.763214
2011,3,"B0064",0.433333,0.65,0.55
2011,11,"B0064",0.562333,1.07,0.691667
2011,11,"B0065",0.600333,1.14,0.738667
2011,11,"B0263",0.686,1.29,0.845667
2011,11,"B0264",0.694,1.3,0.856333
2011,11,"B0278",0.617333,1.17,0.761333
2011,11,"B0279",0.621,1.18,0.766333
2011,11,"B0354",0.404,0.86,0.504667
2011,11,"B0394",0.634,1.17,0.781
2011,11,"B0492",0.712667,1.32,0.877333
2011,11,"B0494",0.759667,1.45,0.941
2011,11,"B0662",0.553,1.06,0.659333
2011,11,"B0663",0.545333,1.05,0.652667
2011,11,"B0664",0.567667,1.09,0.678
2011,11,"B0665",0.545,1.05,0.651333
2011,11,"B0666",0.529333,1.03,0.633333
2011,11,"B0685",0.498333,1.08,0.600333
2011,11,"B0688",0.475667,1.06,0.576
2011,11,"B0871",0.568333,1.69,0.684333
2011,12,"B0064",0.509032,0.89,0.623871
2011,12,"B0065",0.547419,0.95,0.670645
2011,12,"B0263",0.596774,1.02,0.724839
2011,12,"B0264",0.605806,1.03,0.735484
2011,12,"B0278",0.549355,0.92,0.669032
2011,12,"B0279",0.549677,0.91,0.669032
2011,12,"B0354",0.386774,0.62,0.480645
2011,12,"B0394",0.576129,0.97,0.707419
2011,12,"B0492",0.64871,1.01,0.786452
2011,12,"B0494",0.685806,1.07,0.824839
2011,12,"B0662",0.500645,0.85,0.613548
